sample_id,original_label,internal_label,internal_class,canonical_binary_label,split,checksum_sha256,duplicate_family_id,duplicate_family_size,duplicate_member_ids
tbx11k:health/h0001.png,Healthy,0,healthy,0,train,1f3f5caf8177746348db59f7602b64ea57ee613505b0321ad6a8fe159acf780e,dup-2dc17ef032bcf3c8,1,"[""tbx11k:health/h0001.png""]"
tbx11k:health/h0003.png,Healthy,0,healthy,0,internal_test,953efabf2fa49d3c7ff26459b9b5bfad05982901af9ec86d0ef8cf6abbff1b04,dup-3b863adc838faa27,1,"[""tbx11k:health/h0003.png""]"
tbx11k:health/h0004.png,Healthy,0,healthy,0,train,d6687191d9ede5279422efd011ebd9d56a02e0e3e57891d4ec24873a3823d0f6,dup-d6a506bf74ca9ee3,1,"[""tbx11k:health/h0004.png""]"
tbx11k:health/h0005.png,Healthy,0,healthy,0,validation,00a3ffd36a051ad919040cbebfe04f828acb41c92aae036543f682a956384119,dup-64e6d0dd31befb1d,1,"[""tbx11k:health/h0005.png""]"
tbx11k:health/h0006.png,Healthy,0,healthy,0,train,ea26176bfd5a4c82a9b103248f7e2a143bc500c60cd35d06228e32bfa0646820,dup-cebfde3dc6d970f4,1,"[""tbx11k:health/h0006.png""]"
tbx11k:health/h0008.png,Healthy,0,healthy,0,validation,d7135113e432374eac5af65b0e886ba3af13521431df992757de4096c4f25c57,dup-d5003a81411343a3,1,"[""tbx11k:health/h0008.png""]"
tbx11k:health/h0009.png,Healthy,0,healthy,0,internal_test,0f0ac202926ba20b112bc8eddfd10b20bfbd93579772ab801463abd1e34e44db,dup-cb79125f3fc326f2,1,"[""tbx11k:health/h0009.png""]"
tbx11k:health/h0010.png,Healthy,0,healthy,0,train,388bec6a6b9e4ec6e9f8693c8ca48dd96273046a975e5dd7f5ee3de86c033b40,dup-a92fe3bfbbe2e10e,1,"[""tbx11k:health/h0010.png""]"
tbx11k:health/h0012.png,Healthy,0,healthy,0,train,09f0b0b315730cc7b89075095960c842063adffdbe45914e940a71d4fa5d1c06,dup-33c3bf845e14b118,1,"[""tbx11k:health/h0012.png""]"
tbx11k:health/h0013.png,Healthy,0,healthy,0,train,26de0db87fd1dcaa2ca2742b37c62ed5f067084ebda5324d29db429d9cb46f4f,dup-8066a5bfb7fbf11a,1,"[""tbx11k:health/h0013.png""]"
tbx11k:health/h0016.png,Healthy,0,healthy,0,train,9408c83a0de73b4919f40bce13cee6e5b10b7641587a573ee53cae1213079fc7,dup-0b781afb3aff566d,1,"[""tbx11k:health/h0016.png""]"
tbx11k:health/h0017.png,Healthy,0,healthy,0,validation,5dbe23aea9e4eb609fce19e0e3c37b0c41aaee152cbaa9b420e0d95603dd4ea6,dup-faaabedad3cf95f9,1,"[""tbx11k:health/h0017.png""]"
tbx11k:health/h0018.png,Healthy,0,healthy,0,internal_test,3abe6dca5a3f00994828749b2e1679b9344f8951a6e7fe60aca297d8b5a0ad6d,dup-6bc0be5348485c3d,1,"[""tbx11k:health/h0018.png""]"
tbx11k:health/h0019.png,Healthy,0,healthy,0,train,a57318126242914cefc533defc378029eba937d29d1c5c20198af43885cd8ff3,dup-7c306864a08fbf4c,1,"[""tbx11k:health/h0019.png""]"
tbx11k:health/h0020.png,Healthy,0,healthy,0,train,0a2001c3199003159344c0c7b2754d2cc0012cafc613c1c8f28c8a5422eb0bee,dup-ad69074c23371cee,1,"[""tbx11k:health/h0020.png""]"
tbx11k:health/h0021.png,Healthy,0,healthy,0,validation,4fef98b0db63d671c1718b2284ddda72035e5866e4dc6401e9795c1b1bec6921,dup-a45ebe0dafd906be,1,"[""tbx11k:health/h0021.png""]"
tbx11k:health/h0022.png,Healthy,0,healthy,0,internal_test,8deb3b0558ff53951f6155f0d4ac48bfb940c449dcc685a4d4711db10dba8a9c,dup-389f116416585d9c,1,"[""tbx11k:health/h0022.png""]"
tbx11k:health/h0023.png,Healthy,0,healthy,0,train,be52f5d6b7e8dad5d6f1bb3c53b0a188e53d41679e3829207ab8a6548f833e19,dup-f1c543a8ded90ac0,1,"[""tbx11k:health/h0023.png""]"
tbx11k:health/h0025.png,Healthy,0,healthy,0,train,51bc4ec9bfadea4646eeb79f8edf23a397793dba07d389a104a2c9dbb755db0e,dup-804015a5e5f24ce4,1,"[""tbx11k:health/h0025.png""]"
tbx11k:health/h0026.png,Healthy,0,healthy,0,validation,8bf97a39a8f78e4927927780f48ee7580ac8d2d196cb48d34520aafcc4724587,dup-793489210309ea10,1,"[""tbx11k:health/h0026.png""]"
tbx11k:health/h0027.png,Healthy,0,healthy,0,train,ac844790cf8e411c837d849a3d03e5759f3c51b5209cda92272e9a9326d112e6,dup-6484f0eaa5ff15bf,1,"[""tbx11k:health/h0027.png""]"
tbx11k:health/h0028.png,Healthy,0,healthy,0,train,804a175d9ee114f01cd311c9a998f7c816fc2075d7820d998137d5e42a792bc2,dup-fec8bf41a4d5b9d1,1,"[""tbx11k:health/h0028.png""]"
tbx11k:health/h0030.png,Healthy,0,healthy,0,train,b70078ca6e39d1a67a4b434c979f0a42084cc83af476ef8c33ed26e29b3bf2c7,dup-b9d92e2d0d3ce095,1,"[""tbx11k:health/h0030.png""]"
tbx11k:health/h0031.png,Healthy,0,healthy,0,validation,a398df492ccba995244585c2beba232959e7931f6136e172d8b3dfdead670de1,dup-33a7e69ed9423f47,1,"[""tbx11k:health/h0031.png""]"
tbx11k:health/h0032.png,Healthy,0,healthy,0,train,093e81f1698fc87f22aa93838dcc732b331b17c04bd19e90479f4e2ae0187e13,dup-df51b5eeb195fa01,1,"[""tbx11k:health/h0032.png""]"
tbx11k:health/h0033.png,Healthy,0,healthy,0,validation,3d8aeaca2d9db42f07562a88c32b5aa46d81891db6e7bb1ab78a7c229807f268,dup-eb868682f8246cd2,1,"[""tbx11k:health/h0033.png""]"
tbx11k:health/h0034.png,Healthy,0,healthy,0,train,4596d03a47222daff24839249643c4bb642ffd5dcfe8504ed68c3ec90c2e0c29,dup-515c546c2e8e2185,1,"[""tbx11k:health/h0034.png""]"
tbx11k:health/h0035.png,Healthy,0,healthy,0,train,f0f67bf43f846dea79899f5fe0d665d0b8b818180527fd3f5c42c19b52d89929,dup-2afe49b6c4fa7d23,1,"[""tbx11k:health/h0035.png""]"
tbx11k:health/h0036.png,Healthy,0,healthy,0,train,76fe672e9a5fa66d8ffb9cc6ca33e7181713ebac824a2d569bfc0b49badc47c1,dup-291224720037a50d,1,"[""tbx11k:health/h0036.png""]"
tbx11k:health/h0038.png,Healthy,0,healthy,0,train,acc983f14ce8b373359a4d8b5a4e7a88d518d83ee3e5f42616d46784c4999fcc,dup-8d86c342d304e240,1,"[""tbx11k:health/h0038.png""]"
tbx11k:health/h0039.png,Healthy,0,healthy,0,validation,4e863f0e79f14ea35dbfb225ea545617b99d523bde9487e838677351c4db65da,dup-058a582c4524d120,1,"[""tbx11k:health/h0039.png""]"
tbx11k:health/h0040.png,Healthy,0,healthy,0,train,d65dc413c1da8d8d2f7bd3eba8970ad1488e5fb5855ba2f64fa4fc254333e773,dup-afcd56e62073862e,1,"[""tbx11k:health/h0040.png""]"
tbx11k:health/h0041.png,Healthy,0,healthy,0,train,1e68d5b9533ec296bc237fb7e708483d3ba635b5326eaa6390c0db2691c2f286,dup-1879165ce2230b83,1,"[""tbx11k:health/h0041.png""]"
tbx11k:health/h0042.png,Healthy,0,healthy,0,train,bf71933b2f3822aa29637c632ce1b81b0625497bff367a0fa8389b85866afb78,dup-b321e0483f5dd1ad,1,"[""tbx11k:health/h0042.png""]"
tbx11k:health/h0043.png,Healthy,0,healthy,0,train,7e89c780b9a98ede6601b6c4945c531f76bbda38154d52a24afd9da043919ae4,dup-13240fa3a7861b43,1,"[""tbx11k:health/h0043.png""]"
tbx11k:health/h0044.png,Healthy,0,healthy,0,internal_test,797b0c153a5c34e1451445950eeff7569b0598d07f19690ab9691cd134ccc31d,dup-77328d2d5590c420,1,"[""tbx11k:health/h0044.png""]"
tbx11k:health/h0045.png,Healthy,0,healthy,0,validation,7aa5bfad5ebce16060c10363619cc5991fd8b6a6fcc143c5b311d9baa1b9c5f2,dup-cbbea096376768f6,1,"[""tbx11k:health/h0045.png""]"
tbx11k:health/h0046.png,Healthy,0,healthy,0,validation,64c8da093f2401fb3bdd92c935eeeeef62e14bea33cb591a01c31ee38f01c78f,dup-4f2ee01731d052c0,1,"[""tbx11k:health/h0046.png""]"
tbx11k:health/h0048.png,Healthy,0,healthy,0,internal_test,095f99d86104cf13dccdb567ae9db6821ba0084985365eedbcbd41618e45bd76,dup-97b22f753c68e7a9,1,"[""tbx11k:health/h0048.png""]"
tbx11k:health/h0049.png,Healthy,0,healthy,0,train,010d1362170777c703726cf4217c6a671aa87c2f08366ab79f0bc3a5b54d9963,dup-51196451a7ecec55,1,"[""tbx11k:health/h0049.png""]"
tbx11k:health/h0050.png,Healthy,0,healthy,0,validation,9aa17ca59a23f87f8d413b251bd55c1f6895d3778e7eba0003e9debf88310a52,dup-a394a297c73620dc,1,"[""tbx11k:health/h0050.png""]"
tbx11k:health/h0051.png,Healthy,0,healthy,0,validation,cee301d9f3c9deb488864d311d8bd7e8e79fe6e882dd2fb2b410d0bc4c983259,dup-dcc59bba24d081ea,1,"[""tbx11k:health/h0051.png""]"
tbx11k:health/h0053.png,Healthy,0,healthy,0,train,d13d7b0dbb40419ce44abcc87a2f8691930f54f356921533f896dc17efd8f537,dup-7030ce361ff7825a,1,"[""tbx11k:health/h0053.png""]"
tbx11k:health/h0054.png,Healthy,0,healthy,0,train,e1291eb0a6267ce0ee9bdecf6451bbfa35fbf13cd32d159ffaebaf4e74d14751,dup-2a874814ea86b1bf,1,"[""tbx11k:health/h0054.png""]"
tbx11k:health/h0055.png,Healthy,0,healthy,0,train,7c64b510059d0fd850edcdc4b886049a935ca13bca4046bc308f8d6fa5d86e00,dup-f26c3cd91f6cc912,1,"[""tbx11k:health/h0055.png""]"
tbx11k:health/h0056.png,Healthy,0,healthy,0,internal_test,b2164237fee5abd2ab9d375f7c25d99b751496dae7e3fe4c3fbeac92603166c9,dup-bc084bc026eff843,1,"[""tbx11k:health/h0056.png""]"
tbx11k:health/h0057.png,Healthy,0,healthy,0,train,a6bcbee833a053a83411850420cda22fbfbe13c033a5c2ed4f777ea9bdaec0ce,dup-30ee680c70b67968,1,"[""tbx11k:health/h0057.png""]"
tbx11k:health/h0060.png,Healthy,0,healthy,0,train,15d2d1877b5824cff4151b40694eb6237ef41f6e37020f3a8c156dadfda0a58e,dup-2b4c6373657f6635,1,"[""tbx11k:health/h0060.png""]"
tbx11k:health/h0061.png,Healthy,0,healthy,0,train,9a28f27cf7a38e6ae3049b387df55ca413273a33122058bf88365e01272eabff,dup-01a2e4439d730b53,1,"[""tbx11k:health/h0061.png""]"
tbx11k:health/h0062.png,Healthy,0,healthy,0,internal_test,676c1e3b1cef2746d96fc3c3d914b34319cf9d2c846c2bfba07790477879cf53,dup-8ae0a03a83d60474,1,"[""tbx11k:health/h0062.png""]"
tbx11k:health/h0063.png,Healthy,0,healthy,0,train,e7e37cfdaa790d58b1cb7b55a8240e5751c32fea9349e6fdc33f42b24aca0a35,dup-8001fc3037f57f63,1,"[""tbx11k:health/h0063.png""]"
tbx11k:health/h0064.png,Healthy,0,healthy,0,train,15c05c6e1101c40986a2133580ec81aeecc3a2a5dabb6060ee07cbf24a0ec67a,dup-707800a98e8e1a4b,1,"[""tbx11k:health/h0064.png""]"
tbx11k:health/h0066.png,Healthy,0,healthy,0,train,696479411338221470503b6ba7c4bf3a2fc94454a4b4245baa9cac95479f4640,dup-2584a03183dd9c93,1,"[""tbx11k:health/h0066.png""]"
tbx11k:health/h0067.png,Healthy,0,healthy,0,train,4ffa9377f5031b904b5ae7fb38c1ab2d991ffd12bcbb8704919ac33ff33ae1b0,dup-e0cc43d1220e7f75,1,"[""tbx11k:health/h0067.png""]"
tbx11k:health/h0069.png,Healthy,0,healthy,0,train,ac31675b9b6c5579db8de0090f46dd0f31d29beb3092c243126333b9ec8881e7,dup-da5e7b0b0b5bacfa,1,"[""tbx11k:health/h0069.png""]"
tbx11k:health/h0070.png,Healthy,0,healthy,0,train,39090e32a08e0ac2e24722c7fd863b9f0ab88d27be3dc739b8e60f686c8f4ab6,dup-9edb8c530a2a2de5,1,"[""tbx11k:health/h0070.png""]"
tbx11k:health/h0071.png,Healthy,0,healthy,0,train,7697b161e494bb28d9b0e01594afd3c928afa20ccf62bf17e96dcc2f160ad1dd,dup-a9e809fd39f09df9,1,"[""tbx11k:health/h0071.png""]"
tbx11k:health/h0072.png,Healthy,0,healthy,0,internal_test,7d992828a24c9915cd6ab464549d5ac476cea7897e54d00f4f99fdb7e7643ea3,dup-0fe83e8ffadc58e9,1,"[""tbx11k:health/h0072.png""]"
tbx11k:health/h0073.png,Healthy,0,healthy,0,train,7ebbded79593a96663e342afdfa5074649cdb8c8519ac5b772018a0817ec40c5,dup-ce54a5bebc93b05d,1,"[""tbx11k:health/h0073.png""]"
tbx11k:health/h0074.png,Healthy,0,healthy,0,train,b1e00e4d2eab791c9326aed982282993d35ceecee21f61698733904f9746d4e6,dup-f2dacfcdbbc40896,1,"[""tbx11k:health/h0074.png""]"
tbx11k:health/h0075.png,Healthy,0,healthy,0,train,0ed77e03a4d25ab52eb730a89705b18ab7bb10c3693e753292d3f687885c3ad3,dup-9044041e059dcdc2,1,"[""tbx11k:health/h0075.png""]"
tbx11k:health/h0076.png,Healthy,0,healthy,0,train,18f35214382333a5e3487336db30c44e8d7aac6b8f992bf6fbeb279cd47a9da6,dup-e44fd34e64a7596e,1,"[""tbx11k:health/h0076.png""]"
tbx11k:health/h0078.png,Healthy,0,healthy,0,internal_test,2a9a0f63a572df2acd8765eef38f01021a4f621f3ed1a117de8cd7b18c7e5c1e,dup-1503a3b10748760e,1,"[""tbx11k:health/h0078.png""]"
tbx11k:health/h0079.png,Healthy,0,healthy,0,train,bb49002e5925fe8003a07fd3f0bd6050d4de7e9aa129190d2f8605214830a859,dup-32cd62938feee994,1,"[""tbx11k:health/h0079.png""]"
tbx11k:health/h0080.png,Healthy,0,healthy,0,internal_test,15094d590302a468c10a279519644574feff77204aec0b8b20e56bdcd1b49ecb,dup-5d91041780ea8804,1,"[""tbx11k:health/h0080.png""]"
tbx11k:health/h0081.png,Healthy,0,healthy,0,train,eda362355a4e442ce1f2ef685a09bf451db1b554993d3fb05ba908cfc5a6ff7a,dup-2e86cfa8ff14719a,1,"[""tbx11k:health/h0081.png""]"
tbx11k:health/h0082.png,Healthy,0,healthy,0,validation,099aa558194eba698fa83569e028e57c391e96bb8f20f6fad802b32d05b5fc4d,dup-4e6b05db8893d386,1,"[""tbx11k:health/h0082.png""]"
tbx11k:health/h0083.png,Healthy,0,healthy,0,train,3d7b40343341cfde8f0f7802db1639e7f4a87cb4d99a3be8066ea72cc9122eef,dup-bd466b723f6dcaa3,1,"[""tbx11k:health/h0083.png""]"
tbx11k:health/h0084.png,Healthy,0,healthy,0,train,81df4dc598b62a513be56a69fcbc3bed046b37d3f132fd61b92da9bb5653eed9,dup-2e8515a18b7d493f,1,"[""tbx11k:health/h0084.png""]"
tbx11k:health/h0085.png,Healthy,0,healthy,0,validation,9a590e220001fca7368077962d583abf1034eb5f63faf2f6918720fd068833c2,dup-dbcee2a3b352aca5,1,"[""tbx11k:health/h0085.png""]"
tbx11k:health/h0087.png,Healthy,0,healthy,0,train,6e6188092890db7955a38acc48b55b285d1f4fbd3f38cdcd3a1f8ba6513a9631,dup-30f524057dd774c3,1,"[""tbx11k:health/h0087.png""]"
tbx11k:health/h0088.png,Healthy,0,healthy,0,train,f3f3c08da5db94554f7a0c180f379d61c924eaf60f8e31c683c2240aebe27689,dup-e78215b1d98c2479,1,"[""tbx11k:health/h0088.png""]"
tbx11k:health/h0090.png,Healthy,0,healthy,0,internal_test,f000c85c5b4214610fa7a02a92d9b7e22c8f5bb36027a4cf6ebd6274627e79d5,dup-074f3ea29a43d2fe,1,"[""tbx11k:health/h0090.png""]"
tbx11k:health/h0091.png,Healthy,0,healthy,0,train,1381a60d15f6f58c93ce78951078152474720d0fdee978c5a9b95be9417abc89,dup-e112d6fd7b483a37,1,"[""tbx11k:health/h0091.png""]"
tbx11k:health/h0093.png,Healthy,0,healthy,0,internal_test,289b135b8bb2fe169886962848a6d6177be36da7c07104641d28db5b2489d6ff,dup-70ba0c94f203d19e,1,"[""tbx11k:health/h0093.png""]"
tbx11k:health/h0094.png,Healthy,0,healthy,0,train,00508317cb2978396e27ae62f57b03e1dcc7b897da25664a09b020c67f232956,dup-2bf745730665c9ca,1,"[""tbx11k:health/h0094.png""]"
tbx11k:health/h0095.png,Healthy,0,healthy,0,validation,f90391cb4643877cd6e2a3c289047610a8a9cae0ad3738e1961dac36d26c9a4b,dup-125d99d49f9d35ff,1,"[""tbx11k:health/h0095.png""]"
tbx11k:health/h0096.png,Healthy,0,healthy,0,train,cfa92a560d5bf26f69c3d5d6fbf1a4a1ff0222286a27f80143b027b9d5a4e69a,dup-7701f123baaa0cf0,1,"[""tbx11k:health/h0096.png""]"
tbx11k:health/h0097.png,Healthy,0,healthy,0,validation,5a64285065e4cc2a7806672c255b2a656ddd480d4bd05647806703b9020dee89,dup-a4ac994d8a134b14,1,"[""tbx11k:health/h0097.png""]"
tbx11k:health/h0098.png,Healthy,0,healthy,0,train,9f4a8cbd98130748a4d83e9b3b21ea46f8b04f20956c2a7149303a038f68b6a5,dup-5435f50ed35484ff,1,"[""tbx11k:health/h0098.png""]"
tbx11k:health/h0100.png,Healthy,0,healthy,0,train,836ae8843f67a4c6ab9f02ffb0ce02bda5727c7d14d44f7b63c23efa9c2d62ca,dup-f99d26743f3aaf99,1,"[""tbx11k:health/h0100.png""]"
tbx11k:health/h0101.png,Healthy,0,healthy,0,train,a4364885150c8b8cd22de8622031ff43f68750a8d16e1a5cc5b4542d36c7661f,dup-fc545cae750365d4,1,"[""tbx11k:health/h0101.png""]"
tbx11k:health/h0102.png,Healthy,0,healthy,0,internal_test,6b596adf4484600fbd1120483332d550c52df53968f4bc804c4d3f7711a5ba15,dup-55693d01e4f94fd1,1,"[""tbx11k:health/h0102.png""]"
tbx11k:health/h0103.png,Healthy,0,healthy,0,internal_test,bb0e9a438f13a88e774306ff900009a90988f6c3fb783a83fb5e1c5283e13d74,dup-751d3734da0cd811,1,"[""tbx11k:health/h0103.png""]"
tbx11k:health/h0104.png,Healthy,0,healthy,0,validation,e627ec07faebce820e0286edb8633f920ceb719b7fb2c7afe1612cdf59cb4b7c,dup-1be0ac75b76ab19d,1,"[""tbx11k:health/h0104.png""]"
tbx11k:health/h0105.png,Healthy,0,healthy,0,train,fae851e00428be3a936234cc07047fc93304793ff74181a99490637b21fbf2e5,dup-8a2ab58506553b77,1,"[""tbx11k:health/h0105.png""]"
tbx11k:health/h0107.png,Healthy,0,healthy,0,validation,a55a671fddea032a21482681977c8032469f3462bb3c7981ca670d85d8692abd,dup-4e19958132429357,1,"[""tbx11k:health/h0107.png""]"
tbx11k:health/h0108.png,Healthy,0,healthy,0,train,6ce26de37ac17c7fdc35f6fef1594086e8a4b0fdade374f019f5e49604a86a91,dup-679598f326ce098d,1,"[""tbx11k:health/h0108.png""]"
tbx11k:health/h0111.png,Healthy,0,healthy,0,train,f72b9fafcabdc2e4fc024b64078bf466cbf61653de4f577916a93c8a7a7e6d0e,dup-162885d1d5650636,1,"[""tbx11k:health/h0111.png""]"
tbx11k:health/h0112.png,Healthy,0,healthy,0,train,cfd712315f6e7d6cbe7a09f9446664f9a9dd1eca550aba178b357f5e346b9989,dup-9c815d113a2e87c2,1,"[""tbx11k:health/h0112.png""]"
tbx11k:health/h0113.png,Healthy,0,healthy,0,train,f30f7590a890387efbaa6ad17018174f409dae2dc25a07c142561f11335c7dd3,dup-e9a04b3e769ba47a,1,"[""tbx11k:health/h0113.png""]"
tbx11k:health/h0114.png,Healthy,0,healthy,0,train,713e4bdc99442768411e7b136e111791b5bc9eb8beec056d285bf52d7baa67f1,dup-61e780ede7b6e603,1,"[""tbx11k:health/h0114.png""]"
